header_id;otu_number;silva_taxonomy;;;;;
OTU_8720;OTU_8719;Eukaryota(100);SAR(95.1);Alveolata(93.1);Protalveolata(70.9);Syndiniales(70.9);Syndiniales_Group_II(68.4)
OTU_8721;OTU_8720;Eukaryota(100);SAR(80.5);Rhizaria(51.5);Cercozoa(51.5);Thecofilosea(29.7);Cryomonadida(29.7)
OTU_8722;OTU_8721;Eukaryota(100);SAR(92.8);Stramenopiles(84.9);Ochrophyta(75);Diatomea(64.8);Bacillariophytina(63.4)
OTU_8723;OTU_8722;Eukaryota(99.9);Opisthokonta(73.1);Holozoa(72.8);Metazoa(72.8);Animalia(72.8);Arthropoda(70.5)
OTU_8728;OTU_8727;Eukaryota(100);SAR(96.3);Rhizaria(40.5);Cercozoa(40.5);Incertae_Sedis(24.9);Gymnophrys(24.9)
OTU_8729;OTU_8728;Eukaryota(100);Opisthokonta(99.7);Holozoa(99.7);Metazoa(99.7);Animalia(99.7);Mollusca(68.3)
OTU_5173;OTU_5172;Eukaryota(100);SAR(84.2);Alveolata(68.3);Protalveolata(49.9);Syndiniales(49.7);Syndiniales_Group_II(49.4)
OTU_32717;OTU_32714;Eukaryota(100);Cryptophyceae(73.4);Cryptomonadales(73.1);Geminigera(28.1);unclassified;unclassified
OTU_4607;OTU_4606;Eukaryota(100);SAR(100);Alveolata(75.9);Dinoflagellata(74);Dinophyceae(66.5);Peridiniphycidae(26.6)
OTU_4606;OTU_4605;Eukaryota(100);SAR(96.2);Alveolata(93.5);Ciliophora(93.1);Intramacronucleata(93.1);Spirotrichea(92.8)
OTU_4605;OTU_4604;Eukaryota(100);SAR(73.6);Stramenopiles(46.9);Ochrophyta(45.4);Diatomea(30.5);Coscinodiscophytina(25.2)
OTU_4604;OTU_4603;Eukaryota(100);Opisthokonta(98.9);Holozoa(98.8);Metazoa(98.8);Animalia(98.8);Arthropoda(55.6)
OTU_4603;OTU_4602;Eukaryota(100);SAR(99.9);Alveolata(99);OLI11255(58.1);unclassified;unclassified
OTU_4602;OTU_4601;Eukaryota(100);SAR(98.9);Alveolata(59.8);Protalveolata(57.5);Syndiniales(57.5);Syndiniales_Group_I(56.6)
OTU_4601;OTU_4600;Eukaryota(100);SAR(83.3);Rhizaria(49.8);Cercozoa(49.8);Thecofilosea(24.2);Cryomonadida(24.2)
OTU_4600;OTU_4599;Eukaryota(100);SAR(94.9);Alveolata(85.2);Dinoflagellata(82.3);Dinophyceae(75.5);Peridiniphycidae(61.8)
OTU_52272;OTU_52268;Eukaryota(99.6);SAR(92);Alveolata(81.4);Dinoflagellata(80);Incertae_Sedis(75.1);Haplozoon(75.1)
OTU_4609;OTU_4608;Eukaryota(100);SAR(100);Alveolata(100);Protalveolata(98.2);Syndiniales(98.2);Syndiniales_Group_II(91.4)
OTU_4608;OTU_4607;Eukaryota(100);SAR(98.2);Stramenopiles(93.3);Ochrophyta(93.1);Chrysophyceae(93.1);Ochromonadales(92.7)
OTU_36152;OTU_36149;Eukaryota(100);Archaeplastida(74.8);Chloroplastida(74.8);Chlorophyta(59.8);Prasinophytae(44.6);Pyramimonas(33.5)
OTU_47429;OTU_47425;Eukaryota(100);SAR(99.6);Stramenopiles(99);Ochrophyta(97.6);Chrysophyceae(94.1);E222(28.6)
OTU_32716;OTU_32713;Eukaryota(100);SAR(92.6);Stramenopiles(44.5);Ochrophyta(40.4);Bolidomonas(11.7);unclassified
OTU_36157;OTU_36154;Eukaryota(99.5);Archaeplastida(57.2);Chloroplastida(57);Chlorophyta(57);Trebouxiophyceae(46.5);Amphikrikos(39.3)
OTU_36156;OTU_36153;Eukaryota(98.7);Archaeplastida(46.5);Chloroplastida(27.1);Chlorophyta(27.1);Trebouxiophyceae(14);Muriella(6.2)
OTU_47428;OTU_47424;Eukaryota(100);SAR(99.2);Alveolata(98.1);Dinoflagellata(83.4);Dinophyceae(76.1);Gymnodiniphycidae(46.2)
OTU_32715;OTU_32712;Eukaryota(100);Opisthokonta(95.7);Holozoa(95.7);Metazoa(95.7);Animalia(95.7);Arthropoda(74.5)
OTU_52278;OTU_52274;Eukaryota(99.9);Archaeplastida(55.6);Chloroplastida(53.6);Chlorophyta(51);Mamiellophyceae(4.1);Mamiella(1.5)
OTU_40514;OTU_40511;Eukaryota(100);Archaeplastida(60.6);Chloroplastida(60.6);Chlorophyta(50.8);Mamiellophyceae(33.7);Micromonas(25.2)
OTU_52279;OTU_52275;Eukaryota(97.7);SAR(29);Alveolata(11.4);Protalveolata(9.7);Perkinsidae(9.7);Parvilucifera(9.7)
OTU_36049;OTU_36046;Eukaryota(100);Archaeplastida(52);Chloroplastida(40.4);Chlorophyta(40.2);Chlorophyceae(31.9);Raphidocelis(15.2)
OTU_36048;OTU_36045;Eukaryota(100);SAR(92.4);Alveolata(91);Dinoflagellata(85.3);Dinophyceae(76.4);SCM16C67(23.7)
OTU_36043;OTU_36040;Eukaryota(100);SAR(91.9);Alveolata(91.8);Protalveolata(68.9);Syndiniales(68.9);Syndiniales_Group_II(52.2)
OTU_36042;OTU_36039;Eukaryota(100);Archaeplastida(92.7);Chloroplastida(92.6);Chlorophyta(50.5);Prasinophytae(47.7);Pyramimonas(46.7)
OTU_36041;OTU_36038;Eukaryota(99.7);Archaeplastida(68.5);Chloroplastida(45.2);Chlorophyta(45);Clade_VII(8.4);Subclade_B(6.5)
OTU_36040;OTU_36037;Eukaryota(100);Opisthokonta(77.8);Holozoa(77.5);Metazoa(76);Animalia(76);Urochordata(39.3)
OTU_36047;OTU_36044;Eukaryota(100);Archaeplastida(91.5);Chloroplastida(91.2);Chlorophyta(83.3);Prasinophytae(73.4);shizugawa(20)
OTU_36046;OTU_36043;Eukaryota(99.8);SAR(79.2);Alveolata(73.6);Ciliophora(70.3);Intramacronucleata(70.3);Spirotrichea(70.2)
OTU_36045;OTU_36042;Eukaryota(100);Archaeplastida(52.2);Chloroplastida(52.2);Chlorophyta(52.1);Trebouxiophyceae(35.4);Lagerheimia(26.5)
OTU_36044;OTU_36041;Eukaryota(100);SAR(63);Alveolata(60.9);Ciliophora(60.3);Intramacronucleata(60.3);Spirotrichea(60.3)
OTU_1648;OTU_1648;Eukaryota(100);SAR(100);Alveolata(100);Dinoflagellata(100);Incertae_Sedis(88.7);Blastodinium(88.7)
OTU_1649;OTU_1649;Eukaryota(98.9);SAR(79.2);Alveolata(53.2);Dinoflagellata(51.2);Dinophyceae(29.3);SCM37C61(8.8)
OTU_1640;OTU_1640;Eukaryota(100);SAR(83.7);Stramenopiles(81.3);Ochrophyta(81.1);Diatomea(79.9);Bacillariophytina(58.7)
OTU_1641;OTU_1641;Eukaryota(100);SAR(88.5);Alveolata(60.6);Protalveolata(54.1);Perkinsidae(48.2);A31(41.2)
OTU_1642;OTU_1642;Eukaryota(100);Archaeplastida(95.6);Chloroplastida(95.6);Chlorophyta(87.6);Nephroselmidophyceae(19.1);Nephroselmis(19.1)
OTU_1643;OTU_1643;Eukaryota(100);SAR(99.5);Alveolata(99.5);Protalveolata(95.1);Syndiniales(95.1);Syndiniales_Group_II(95.1)
OTU_1644;OTU_1644;Eukaryota(100);SAR(99);Alveolata(97.8);Dinoflagellata(89.1);Dinophyceae(84.5);Peridiniphycidae(30.7)
OTU_1645;OTU_1645;Eukaryota(100);Cryptophyceae(95.7);Cryptomonadales(95.7);Teleaulax(67.8);unclassified;unclassified
OTU_1646;OTU_1646;Eukaryota(100);SAR(97.6);Alveolata(97.5);Protalveolata(93.4);Syndiniales(93.4);Syndiniales_Group_II(92)
OTU_1647;OTU_1647;Eukaryota(99.9);Opisthokonta(84.3);Holozoa(84.2);Choanomonada(79.4);Acanthoecida(60.6);Stephanoecidae(36.2)
OTU_32968;OTU_32965;Eukaryota(100);SAR(97.9);Stramenopiles(87.4);Ochrophyta(79);Diatomea(68);Bacillariophytina(61.5)
OTU_32969;OTU_32966;Eukaryota(99.7);Opisthokonta(65.6);Holozoa(65.3);Metazoa(65.1);Animalia(65.1);Arthropoda(56.8)
OTU_32964;OTU_32961;Eukaryota(100);SAR(81.4);Alveolata(78.9);Dinoflagellata(73.1);Dinophyceae(69.3);Gymnodiniphycidae(21.9)
OTU_32965;OTU_32962;Eukaryota(100);Opisthokonta(67.6);Holozoa(67.6);Metazoa(67);Animalia(67);Arthropoda(63.5)
OTU_32966;OTU_32963;Eukaryota(100);SAR(59.1);Alveolata(57.5);FV18-2D11(22.9);unclassified;unclassified
OTU_32967;OTU_32964;Eukaryota(99.5);Archaeplastida(45.4);Chloroplastida(35.2);Chlorophyta(35.2);Trebouxiophyceae(26.4);Muriella(12.4)
OTU_32960;OTU_32957;Eukaryota(99.6);Opisthokonta(48.8);Holozoa(48.7);Metazoa(47.4);Animalia(47.4);Arthropoda(42.4)
OTU_32961;OTU_32958;Eukaryota(99.6);Opisthokonta(79.7);Holozoa(79.7);Metazoa(79.1);Animalia(79.1);Arthropoda(73.6)
OTU_32962;OTU_32959;Eukaryota(100);SAR(100);Alveolata(100);M2-18H10(43.3);unclassified;unclassified
OTU_32963;OTU_32960;Eukaryota(100);Opisthokonta(98.2);Holozoa(98.2);Metazoa(98.2);Animalia(98.2);Arthropoda(96.9)
OTU_6519;OTU_6518;Eukaryota(99.1);SAR(60);Alveolata(15.1);Apicomplexa(8.3);Conoidasida(8.3);Gregarinasina(8.3)
OTU_6518;OTU_6517;Eukaryota(100);SAR(99.3);Alveolata(98.8);Dinoflagellata(86.7);Dinophyceae(72.5);Peridiniphycidae(38.9)
OTU_34273;OTU_34270;Eukaryota(100);SAR(99);Stramenopiles(98.9);Ochrophyta(94.9);Diatomea(87.5);Bacillariophytina(81)
OTU_6511;OTU_6510;Eukaryota(100);SAR(49.8);Alveolata(20.6);Protalveolata(20.3);Perkinsidae(20.3);Parvilucifera(20.2)
OTU_6510;OTU_6509;Eukaryota(100);Haptophyta(99.3);Prymnesiophyceae(99.3);Prymnesiales(97.6);Chrysochromulina(87.5);unclassified
OTU_6513;OTU_6512;Eukaryota(99.8);SAR(92);Alveolata(88);Ciliophora(87.5);Intramacronucleata(87.5);Spirotrichea(87.4)
OTU_6512;OTU_6511;Eukaryota(100);SAR(83.6);Alveolata(79.9);Dinoflagellata(34.7);Dinophyceae(34.1);Peridiniphycidae(26.4)
OTU_6515;OTU_6514;Eukaryota(99.9);Opisthokonta(92.9);Holozoa(92.9);Metazoa(92.9);Animalia(92.9);Arthropoda(59.4)
OTU_6514;OTU_6513;Eukaryota(100);SAR(88.1);Stramenopiles(82.3);Ochrophyta(78.3);Chrysophyceae(62.2);LG21-05(38.8)
OTU_6517;OTU_6516;Eukaryota(100);SAR(99.9);Stramenopiles(99.5);Ochrophyta(99.4);Diatomea(97.1);Bacillariophytina(85.6)
OTU_6516;OTU_6515;Eukaryota(100);SAR(96.3);Stramenopiles(54.8);MAST-2(9.4);unclassified;unclassified
OTU_35538;OTU_35535;Eukaryota(100);Opisthokonta(75.6);Nucletmycea(69.8);Fungi(68.2);Dikarya(61.1);Basidiomycota(55.9)
OTU_34271;OTU_34268;Eukaryota(98.9);Opisthokonta(50.2);Holozoa(49.9);Metazoa(47.3);Animalia(47.3);Arthropoda(41.2)
OTU_35532;OTU_35529;Eukaryota(100);SAR(70.8);Alveolata(57.3);Ciliophora(34.9);Intramacronucleata(34.4);Spirotrichea(34.2)
OTU_34276;OTU_34273;Eukaryota(99.5);Archaeplastida(34.8);Chloroplastida(20);Chlorophyta(19.9);Trebouxiophyceae(13.5);Muriella(7.8)
OTU_35530;OTU_35527;Eukaryota(100);SAR(69.7);Alveolata(66.3);M2-18H10(8.6);unclassified;unclassified
OTU_35531;OTU_35528;Eukaryota(100);SAR(90.6);Rhizaria(74.4);Cercozoa(74.4);Cercomonadidae(37.7);Cercomonas(37.7)
OTU_35536;OTU_35533;Eukaryota(100);SAR(98.5);Stramenopiles(98.4);Ochrophyta(97.9);Diatomea(82.4);Bacillariophytina(61.2)
OTU_35537;OTU_35534;Eukaryota(100);Archaeplastida(82.9);Chloroplastida(82.9);Chlorophyta(79.5);Prasinophytae(75.5);Pycnococcus(69.3)
OTU_35534;OTU_35531;Eukaryota(100);SAR(99.1);Stramenopiles(97.6);Ochrophyta(97.1);Diatomea(87.9);Bacillariophytina(82.7)
OTU_28791;OTU_28789;Eukaryota(99.7);SAR(85.8);Alveolata(84.6);Ciliophora(83.1);Intramacronucleata(83.1);Spirotrichea(82.7)
OTU_34274;OTU_34271;Eukaryota(99.9);Opisthokonta(40.3);Holozoa(40.2);Metazoa(39.9);Animalia(39.9);Arthropoda(37.6)
OTU_47421;OTU_47417;Eukaryota(100);SAR(85.4);Alveolata(80.4);Dinoflagellata(63.7);Noctilucales(54.1);Noctiluca(53.5)
OTU_34275;OTU_34272;Eukaryota(100);SAR(70.7);Alveolata(70);Ciliophora(69.5);Intramacronucleata(69.5);Spirotrichea(69.5)
OTU_31095;OTU_31092;Eukaryota(100);SAR(91.1);Alveolata(64.3);Dinoflagellata(62.4);Dinophyceae(61.7);Peridiniphycidae(55.6)
OTU_31094;OTU_31091;Eukaryota(100);SAR(94.1);Stramenopiles(85.7);Ochrophyta(70.4);Diatomea(41);Bacillariophytina(40.6)
OTU_31097;OTU_31094;Eukaryota(100);SAR(90.5);Alveolata(77.4);Dinoflagellata(65.8);Dinophyceae(54.7);Dinophysiales(33.6)
OTU_31096;OTU_31093;Eukaryota(100);SAR(99);Stramenopiles(98.9);Ochrophyta(96.5);Diatomea(80.4);Bacillariophytina(65.7)
OTU_31091;OTU_31088;Eukaryota(100);SAR(84.8);Alveolata(79.2);Dinoflagellata(69.2);Dinophyceae(60.1);Gymnodiniphycidae(40.8)
OTU_31090;OTU_31087;Eukaryota(100);SAR(99.8);Alveolata(99.7);Protalveolata(87.3);Syndiniales(86.9);Syndiniales_Group_II(85.3)
OTU_31093;OTU_31090;Eukaryota(100);Cryptophyceae(56.6);Cryptomonadales(56.6);Geminigera(22.9);unclassified;unclassified
OTU_31092;OTU_31089;Eukaryota(100);SAR(89.3);Stramenopiles(79.8);Ochrophyta(70.7);Raphidophyceae(63.2);Heterosigma(44.3)
OTU_31099;OTU_31096;Eukaryota(100);SAR(94);Alveolata(93);Dinoflagellata(74.1);Dinophyceae(62.9);SCM37C61(38.7)
OTU_31098;OTU_31095;Eukaryota(100);SAR(88.1);Stramenopiles(73);Ochrophyta(52.9);Diatomea(37.9);Bacillariophytina(27.8)
OTU_45623;OTU_45619;Eukaryota(100);SAR(97.5);Alveolata(97.1);Ciliophora(97.1);Intramacronucleata(97.1);Spirotrichea(97.1)
OTU_37875;OTU_37872;Eukaryota(100);SAR(98.5);Stramenopiles(97.2);Ochrophyta(97.2);Chrysophyceae(97.2);LG01-09(88.2)
OTU_37874;OTU_37871;Eukaryota(99);SAR(67.9);Stramenopiles(33.9);Ochrophyta(23.2);Raphidophyceae(19);Heterosigma(3.9)
OTU_37877;OTU_37874;Eukaryota(100);SAR(100);Stramenopiles(100);Ochrophyta(99.9);Raphidophyceae(99.5);Heterosigma(93.6)
OTU_37876;OTU_37873;Eukaryota(100);SAR(99.8);Alveolata(99);Dinoflagellata(85.9);Dinophyceae(85.7);Peridiniphycidae(82.8)
OTU_37871;OTU_37868;Eukaryota(98.9);Archaeplastida(47.3);Chloroplastida(42.2);Chlorophyta(42.2);Trebouxiophyceae(38.9);Muriella(18.8)
OTU_37870;OTU_37867;Eukaryota(100);SAR(99.3);Alveolata(99.2);Dinoflagellata(98.4);Dinophyceae(97.3);Dinophysiales(87.5)
OTU_37873;OTU_37870;Eukaryota(100);Archaeplastida(86.3);Chloroplastida(86.2);Chlorophyta(85.7);Mamiellophyceae(68.2);Micromonas(36.5)
OTU_37872;OTU_37869;Eukaryota(100);SAR(98.5);Alveolata(97.7);Dinoflagellata(95.1);Dinophyceae(93.7);Prorocentrales(57.1)
OTU_37879;OTU_37876;Eukaryota(100);SAR(87.6);Stramenopiles(85.1);Incertae_Sedis(45.1);Pirsonia(45.1);unclassified
OTU_37878;OTU_37875;Eukaryota(100);Picozoa(85);Picomonadea(85);Picomonadida(85);Picomonadidae(85);Picomonas(85)
OTU_31329;OTU_31326;Eukaryota(100);SAR(99.1);Stramenopiles(98.6);Ochrophyta(98.1);Diatomea(92.9);Bacillariophytina(86.2)
OTU_31328;OTU_31325;Eukaryota(100);Cryptophyceae(78.3);Cryptomonadales(78.3);Plagioselmis(59.1);unclassified;unclassified
OTU_31323;OTU_31320;Eukaryota(99.4);SAR(49.3);Stramenopiles(38.8);Ochrophyta(32);Raphidophyceae(16.1);Psammamonas(11.3)
OTU_31322;OTU_31319;Eukaryota(100);SAR(97.7);Stramenopiles(91);Ochrophyta(86.3);Diatomea(66.2);Bacillariophytina(65.4)
OTU_31321;OTU_31318;Eukaryota(100);SAR(92.1);Alveolata(58.6);Dinoflagellata(56.7);Dinophyceae(50.8);Peridiniphycidae(46.7)
OTU_31320;OTU_31317;Eukaryota(99.9);Archaeplastida(44.5);Chloroplastida(38);Chlorophyta(36);Ulvophyceae(18.4);Halochlorococcum(3.8)
OTU_31327;OTU_31324;Eukaryota(100);SAR(99.9);Stramenopiles(99.9);Ochrophyta(99.7);Chrysophyceae(98.3);Hibberdiales(38.2)
OTU_31326;OTU_31323;Eukaryota(100);SAR(99.6);Alveolata(99.6);Dinoflagellata(96.1);Dinophyceae(82.8);Peridiniphycidae(51.3)
OTU_31325;OTU_31322;Eukaryota(100);SAR(100);Stramenopiles(99.5);Ochrophyta(94.1);Dictyochophyceae(85.4);Pedinellales(82.5)
OTU_31324;OTU_31321;Eukaryota(100);SAR(99.9);Stramenopiles(99.7);Ochrophyta(98.8);Raphidophyceae(97.4);Heterosigma(85.1)
OTU_47422;OTU_47418;Eukaryota(100);SAR(99.9);Stramenopiles(97.1);Ochrophyta(94.2);Dictyochophyceae(81);Dictyochales(71)
OTU_47425;OTU_47421;Eukaryota(100);SAR(81.8);Stramenopiles(39.1);Ochrophyta(38.1);Dictyochophyceae(24.3);Dictyochales(21.9)
OTU_52034;OTU_52030;Eukaryota(98);SAR(43.8);Alveolata(21.8);Apicomplexa(17.4);Conoidasida(17.4);Gregarinasina(17.4)
OTU_52035;OTU_52031;Eukaryota(98.6);SAR(36.5);Stramenopiles(27.4);Ochrophyta(19.6);Chrysophyceae(10.7);P34.45(9.2)
OTU_52036;OTU_52032;Eukaryota(99.4);Opisthokonta(37.6);Holozoa(37.6);Metazoa(37.3);Animalia(37.3);Xenoturbellida(7.6)
OTU_52037;OTU_52033;Eukaryota(100);SAR(92.2);Stramenopiles(87.2);Incertae_Sedis(14.2);Pirsonia(14.2);unclassified
OTU_52030;OTU_52026;Eukaryota(99.7);SAR(75.9);Alveolata(73.1);Ciliophora(72.6);Intramacronucleata(72.6);Spirotrichea(72.5)
OTU_52031;OTU_52027;Eukaryota(100);SAR(97.8);Alveolata(97.6);Dinoflagellata(62.9);Dinophyceae(50.1);SCM15C35(3.8)
OTU_52032;OTU_52028;Eukaryota(100);SAR(92.6);Alveolata(76.2);Dinoflagellata(73.3);Dinophyceae(69.9);CCMP1878(16.7)
OTU_13627;OTU_13626;Eukaryota(100);SAR(77.4);Stramenopiles(70);Ochrophyta(66.9);Diatomea(61);Bacillariophytina(58.8)
OTU_47424;OTU_47420;Eukaryota(100);SAR(99.2);Stramenopiles(84.7);Ochrophyta(84.4);Diatomea(84.4);Bacillariophytina(69)
OTU_52039;OTU_52035;Eukaryota(100);SAR(88.7);Alveolata(85.9);Ciliophora(85.1);Intramacronucleata(85.1);Spirotrichea(83.6)
OTU_26627;OTU_26625;Eukaryota(100);SAR(84.5);Stramenopiles(84.4);Ochrophyta(84.4);Pelagophyceae(62);Sarcinochrysidales(62)
OTU_33245;OTU_33242;Eukaryota(100);SAR(93.2);Stramenopiles(52.1);Peronosporomycetes(35.5);Olpidiopsis(21.2);unclassified
OTU_32616;OTU_32613;Eukaryota(100);SAR(90.2);Alveolata(88.3);Ciliophora(87.7);Intramacronucleata(87.7);Spirotrichea(87.7)
OTU_7390;OTU_7389;Eukaryota(100);SAR(99.7);Stramenopiles(97.3);Ochrophyta(95);Diatomea(94.8);Bacillariophytina(92.9)
OTU_7391;OTU_7390;Eukaryota(100);SAR(88.7);Stramenopiles(87.6);Ochrophyta(83.8);Chrysophyceae(82.1);E222(51)
OTU_7392;OTU_7391;Eukaryota(99.4);SAR(81.9);Alveolata(74.6);Dinoflagellata(60.7);Noctilucales(27.2);Noctiluca(14.9)
OTU_7393;OTU_7392;Eukaryota(100);SAR(98.2);Alveolata(96.4);Dinoflagellata(81.5);Dinophyceae(53.9);Peridiniphycidae(28)
OTU_7394;OTU_7393;Eukaryota(100);SAR(99);Alveolata(98.8);Dinoflagellata(86.7);Dinophyceae(78.7);Peridiniphycidae(44.6)
OTU_7395;OTU_7394;Eukaryota(100);Opisthokonta(98.1);Holozoa(98.1);Metazoa(98.1);Animalia(98.1);Arthropoda(94.1)
OTU_7396;OTU_7395;Eukaryota(100);SAR(82.8);Stramenopiles(51.7);Ochrophyta(50.8);Diatomea(42.3);Bacillariophytina(42)
OTU_7397;OTU_7396;Eukaryota(99.9);Opisthokonta(91.1);Holozoa(91);Metazoa(91);Animalia(91);Arthropoda(89.1)
OTU_7398;OTU_7397;Eukaryota(100);SAR(99.9);Alveolata(97.9);Dinoflagellata(88.7);Dinophyceae(86.1);SCM37C61(34.3)
OTU_7399;OTU_7398;Eukaryota(100);SAR(77.5);Alveolata(71.7);Ciliophora(71.1);Intramacronucleata(71.1);Conthreep(70.6)
OTU_47427;OTU_47423;Eukaryota(100);SAR(99.7);Stramenopiles(98.9);Ochrophyta(96.8);Diatomea(93.4);Bacillariophytina(48)
OTU_14973;OTU_14972;Eukaryota(100);SAR(85.1);Stramenopiles(82.1);Ochrophyta(77.4);Bolidomonas(32.4);unclassified
OTU_14972;OTU_14971;Eukaryota(100);SAR(95);Stramenopiles(65.6);Incertae_Sedis(25.8);Pirsonia(25.8);unclassified
OTU_14971;OTU_14970;Eukaryota(100);SAR(97.2);Stramenopiles(95.9);Ochrophyta(94.1);Diatomea(75.9);Bacillariophytina(65.9)
OTU_14970;OTU_14969;Eukaryota(99.8);SAR(54.9);Alveolata(51.5);M2-18H10(4.4);unclassified;unclassified
OTU_14977;OTU_14976;Eukaryota(99.9);SAR(35);Stramenopiles(27.1);MAST-3(7.6);MAST-3E(7.2);unclassified
OTU_14976;OTU_14975;Eukaryota(100);SAR(99.9);Alveolata(99.8);Dinoflagellata(98.8);Dinophyceae(97.9);BAQK03(94.5)
OTU_14975;OTU_14974;Eukaryota(100);SAR(78);Alveolata(59.3);Ciliophora(57.6);Intramacronucleata(57.5);Spirotrichea(57.2)
OTU_14974;OTU_14973;Eukaryota(100);Picozoa(91.3);Picomonadea(91.3);Picomonadida(91.3);Picomonadidae(91.3);Picomonas(91.3)
OTU_43919;OTU_43916;Eukaryota(100);SAR(99.6);Alveolata(99.3);Protalveolata(93.6);Syndiniales(93.5);Amoebophrya(83.4)
OTU_14979;OTU_14978;Eukaryota(100);SAR(99.1);Stramenopiles(98.2);Ochrophyta(97.7);Diatomea(94);Bacillariophytina(93.6)
OTU_14978;OTU_14977;Eukaryota(100);Opisthokonta(92.3);Holozoa(92.3);Metazoa(92.3);Animalia(92.3);Arthropoda(89.6)
OTU_26484;OTU_26482;Eukaryota(100);Opisthokonta(96.6);Holozoa(96.1);Metazoa(96);Animalia(96);Annelida(51.9)
OTU_13983;OTU_13982;Eukaryota(100);Cryptophyceae(87.5);Cryptomonadales(87.5);Plagioselmis(35.1);unclassified;unclassified
OTU_13982;OTU_13981;Eukaryota(100);SAR(99.5);Alveolata(99.5);Dinoflagellata(96.7);Dinophyceae(89);SL163A10(53.4)
OTU_13981;OTU_13980;Eukaryota(100);SAR(63.5);Stramenopiles(59.4);Ochrophyta(58.1);Diatomea(39.9);Bacillariophytina(33.6)
OTU_17401;OTU_17400;Eukaryota(100);SAR(99.9);Alveolata(98.6);Dinoflagellata(79.3);Dinophyceae(79.2);Gymnodiniphycidae(76.3)
OTU_13987;OTU_13986;Eukaryota(100);SAR(83.9);Alveolata(80.8);Ciliophora(80.3);Intramacronucleata(80.3);Spirotrichea(80.3)
OTU_13986;OTU_13985;Eukaryota(100);Archaeplastida(35.5);Chloroplastida(35.1);Chlorophyta(34.9);Ulvophyceae(20.5);Cephaleuros(7.4)
OTU_13985;OTU_13984;Eukaryota(99.9);SAR(90);Alveolata(87.9);Ciliophora(87.7);Intramacronucleata(87.7);Spirotrichea(87.7)
OTU_13984;OTU_13983;Eukaryota(99.7);SAR(73.2);Stramenopiles(65.6);Peronosporomycetes(42.9);Aphanomyces(5.7);unclassified
OTU_47426;OTU_47422;Eukaryota(100);SAR(100);Alveolata(100);Dinoflagellata(98.3);Dinophyceae(60.4);SCM37C58(23.5)
OTU_26482;OTU_26480;Eukaryota(100);SAR(43.6);Stramenopiles(27.1);MAST-6(13.6);unclassified;unclassified
OTU_13989;OTU_13988;Eukaryota(100);SAR(99.6);Stramenopiles(95.1);Ochrophyta(95.1);Diatomea(85.1);Bacillariophytina(82.2)
OTU_13988;OTU_13987;Eukaryota(99.9);Opisthokonta(77.5);Holozoa(77.5);Metazoa(77.5);Animalia(77.5);Arthropoda(53.8)
OTU_26483;OTU_26481;Eukaryota(100);SAR(91.3);Stramenopiles(82.5);MAST-4(77.1);MAST-4D(77.1);unclassified
OTU_26587;OTU_26585;Eukaryota(100);Archaeplastida(31);Chloroplastida(27.5);Chlorophyta(26.4);Chlorophyceae(14);Chlorococcopsis(1.5)
OTU_26586;OTU_26584;Eukaryota(100);SAR(95.8);Alveolata(48.3);Dinoflagellata(36.9);Dinophyceae(32.8);Gymnodiniphycidae(11.9)
OTU_26585;OTU_26583;Eukaryota(98.4);SAR(81);Alveolata(75);Ciliophora(74.4);Intramacronucleata(74.4);Spirotrichea(73.7)
OTU_26584;OTU_26582;Eukaryota(99.5);SAR(45.7);Stramenopiles(19.2);Ochrophyta(15.6);Phaeothamniophyceae(3.9);Phaeothamniales(3.9)
OTU_26583;OTU_26581;Eukaryota(98.3);Opisthokonta(38.3);Holozoa(37.2);Metazoa(32.6);Animalia(32.6);Arthropoda(27.5)
OTU_26480;OTU_26478;Eukaryota(100);SAR(27.7);Alveolata(24.9);M2-18H10(8.9);unclassified;unclassified
OTU_26581;OTU_26579;Eukaryota(100);SAR(77.4);Alveolata(22.6);Dinoflagellata(19);Incertae_Sedis(18.1);Amyloodinium(16.9)
OTU_26580;OTU_26578;Eukaryota(99.9);Opisthokonta(65.8);Holozoa(65.3);Metazoa(63.7);Animalia(63.7);Arthropoda(61.6)
OTU_30052;OTU_30049;Eukaryota(100);SAR(91.9);Alveolata(88.7);Dinoflagellata(81.7);Dinophyceae(76);SCM37C61(25.7)
OTU_30053;OTU_30050;Eukaryota(100);SAR(87.8);Alveolata(87.3);Dinoflagellata(71);SCM28C5(20.7);unclassified
OTU_30050;OTU_30047;Eukaryota(100);Opisthokonta(93.3);Holozoa(93.3);Metazoa(92.9);Animalia(92.9);Rotifera(91.3)
OTU_26481;OTU_26479;Eukaryota(100);SAR(99.9);Alveolata(99.9);Dinoflagellata(99.3);Dinophyceae(86.1);CCMP1878(44.2)
OTU_30056;OTU_30053;Eukaryota(99.5);SAR(51.2);Stramenopiles(33.8);Opalinata(10.7);unclassified;unclassified
OTU_30057;OTU_30054;Eukaryota(100);SAR(97.1);Alveolata(96.2);Dinoflagellata(90);Dinophyceae(80.8);CCMP1878(59.6)
OTU_26589;OTU_26587;Eukaryota(100);SAR(96.7);Alveolata(96.3);Dinoflagellata(84.8);Dinophyceae(60.6);CCMP1878(20)
OTU_26588;OTU_26586;Eukaryota(100);Cryptophyceae(22.2);Cryptomonadales(22);Hemiselmis(20);unclassified;unclassified
